       3.796371710574E-03,       1.400000000000E+00,       1.400000000000E+00,       2.663513065940E-01
       3.796371710574E-03,       1.400000000000E+00,       1.500000000000E+00,       2.490621835240E-01
       3.796371710574E-03,       1.400000000000E+00,       1.600000000000E+00,       1.891981220895E-01
       3.796371710574E-03,       1.400000000000E+00,       1.700000000000E+00,       1.682720020152E-02
       3.796371710574E-03,       1.400000000000E+00,       1.800000000000E+00,      -3.922690366134E-01
       3.796371710574E-03,       1.400000000000E+00,       1.900000000000E+00,      -1.213042266797E+00
       3.796371710574E-03,       1.400000000000E+00,       1.950000000000E+00,      -1.838097174652E+00
       3.796371710574E-03,       1.400000000000E+00,       2.000000000000E+00,      -2.634987621488E+00
       3.796371710574E-03,       1.400000000000E+00,       2.050000000000E+00,      -3.619533699301E+00
       3.796371710574E-03,       1.400000000000E+00,       2.100000000000E+00,NaN
       3.796371710574E-03,       1.400000000000E+00,       2.200000000000E+00,NaN
       3.796371710574E-03,       1.400000000000E+00,       2.300000000000E+00,NaN
       3.796371710574E-03,       1.400000000000E+00,       2.450000000000E+00,NaN
       3.796371710574E-03,       1.400000000000E+00,       2.600000000000E+00,NaN
       3.796371710574E-03,       1.400000000000E+00,       2.800000000000E+00,NaN
       3.796371710574E-03,       1.400000000000E+00,       3.000000000000E+00,NaN
       3.796371710574E-03,       1.400000000000E+00,       3.200000000000E+00,NaN
       3.796371710574E-03,       1.400000000000E+00,       3.400000000000E+00,NaN
       3.796371710574E-03,       1.400000000000E+00,       3.600000000000E+00,      -2.075794636227E+00
       3.796371710574E-03,       1.400000000000E+00,       3.800000000000E+00,      -3.402916581579E-01
       3.796371710574E-03,       1.400000000000E+00,       4.000000000000E+00,       3.281129470330E-02
       3.796371710574E-03,       1.400000000000E+00,       4.250000000000E+00,       5.115422830207E-02
       3.796371710574E-03,       1.400000000000E+00,       4.500000000000E+00,       3.965716427268E-02
       3.796371710574E-03,       1.400000000000E+00,       4.750000000000E+00,       3.201174095741E-02
       3.796371710574E-03,       1.400000000000E+00,       5.000000000000E+00,       2.605836448960E-02
       3.796371710574E-03,       1.400000000000E+00,       5.250000000000E+00,       2.153607054942E-02
       3.796371710574E-03,       1.400000000000E+00,       5.500000000000E+00,       1.773810622533E-02
       3.796371710574E-03,       1.400000000000E+00,       5.750000000000E+00,       1.458903276151E-02
       3.796371710574E-03,       1.600000000000E+00,       1.400000000000E+00,       2.139201706765E-01
       3.796371710574E-03,       1.600000000000E+00,       1.500000000000E+00,       2.103223190392E-01
       3.796371710574E-03,       1.600000000000E+00,       1.600000000000E+00,       2.059651835893E-01
       3.796371710574E-03,       1.600000000000E+00,       1.700000000000E+00,       2.016659742630E-01
       3.796371710574E-03,       1.600000000000E+00,       1.800000000000E+00,       1.965482134878E-01
       3.796371710574E-03,       1.600000000000E+00,       1.900000000000E+00,       1.824113854583E-01
       3.796371710574E-03,       1.600000000000E+00,       1.950000000000E+00,       1.647254317737E-01
       3.796371710574E-03,       1.600000000000E+00,       2.000000000000E+00,       1.323922821823E-01
       3.796371710574E-03,       1.600000000000E+00,       2.050000000000E+00,       7.644641766867E-02
       3.796371710574E-03,       1.600000000000E+00,       2.100000000000E+00,      -1.526053654909E-02
       3.796371710574E-03,       1.600000000000E+00,       2.200000000000E+00,      -3.712220689008E-01
       3.796371710574E-03,       1.600000000000E+00,       2.300000000000E+00,      -1.092884840117E+00
       3.796371710574E-03,       1.600000000000E+00,       2.450000000000E+00,      -3.228348457628E+00
       3.796371710574E-03,       1.600000000000E+00,       2.600000000000E+00,NaN
       3.796371710574E-03,       1.600000000000E+00,       2.800000000000E+00,NaN
       3.796371710574E-03,       1.600000000000E+00,       3.000000000000E+00,NaN
       3.796371710574E-03,       1.600000000000E+00,       3.200000000000E+00,NaN
       3.796371710574E-03,       1.600000000000E+00,       3.400000000000E+00,NaN
       3.796371710574E-03,       1.600000000000E+00,       3.600000000000E+00,NaN
       3.796371710574E-03,       1.600000000000E+00,       3.800000000000E+00,NaN
       3.796371710574E-03,       1.600000000000E+00,       4.000000000000E+00,      -1.756635206194E+00
       3.796371710574E-03,       1.600000000000E+00,       4.250000000000E+00,      -1.405950835638E-01
       3.796371710574E-03,       1.600000000000E+00,       4.500000000000E+00,       4.205674581879E-02
       3.796371710574E-03,       1.600000000000E+00,       4.750000000000E+00,       3.295847679994E-02
       3.796371710574E-03,       1.600000000000E+00,       5.000000000000E+00,       2.592125110168E-02
       3.796371710574E-03,       1.600000000000E+00,       5.250000000000E+00,       2.064948422281E-02
       3.796371710574E-03,       1.600000000000E+00,       5.500000000000E+00,       1.686309280972E-02
       3.796371710574E-03,       1.600000000000E+00,       5.750000000000E+00,       1.390248500311E-02
       3.796371710574E-03,       1.800000000000E+00,       1.400000000000E+00,       1.703586757758E-01
       3.796371710574E-03,       1.800000000000E+00,       1.500000000000E+00,       1.697571675248E-01
       3.796371710574E-03,       1.800000000000E+00,       1.600000000000E+00,       1.681211252684E-01
       3.796371710574E-03,       1.800000000000E+00,       1.700000000000E+00,       1.655666844862E-01
       3.796371710574E-03,       1.800000000000E+00,       1.800000000000E+00,       1.621764558868E-01
       3.796371710574E-03,       1.800000000000E+00,       1.900000000000E+00,       1.581335278150E-01
       3.796371710574E-03,       1.800000000000E+00,       1.950000000000E+00,       1.560091393505E-01
       3.796371710574E-03,       1.800000000000E+00,       2.000000000000E+00,       1.539416157485E-01
       3.796371710574E-03,       1.800000000000E+00,       2.050000000000E+00,       1.520309996175E-01
       3.796371710574E-03,       1.800000000000E+00,       2.100000000000E+00,       1.503201716333E-01
       3.796371710574E-03,       1.800000000000E+00,       2.200000000000E+00,       1.466660817892E-01
       3.796371710574E-03,       1.800000000000E+00,       2.300000000000E+00,       1.362202147752E-01
       3.796371710574E-03,       1.800000000000E+00,       2.450000000000E+00,       4.997361731631E-02
       3.796371710574E-03,       1.800000000000E+00,       2.600000000000E+00,      -3.293074541761E-01
       3.796371710574E-03,       1.800000000000E+00,       2.800000000000E+00,      -2.044704758658E+00
       3.796371710574E-03,       1.800000000000E+00,       3.000000000000E+00,NaN
       3.796371710574E-03,       1.800000000000E+00,       3.200000000000E+00,NaN
       3.796371710574E-03,       1.800000000000E+00,       3.400000000000E+00,NaN
       3.796371710574E-03,       1.800000000000E+00,       3.600000000000E+00,NaN
       3.796371710574E-03,       1.800000000000E+00,       3.800000000000E+00,NaN
       3.796371710574E-03,       1.800000000000E+00,       4.000000000000E+00,NaN
       3.796371710574E-03,       1.800000000000E+00,       4.250000000000E+00,      -3.693739297821E+00
       3.796371710574E-03,       1.800000000000E+00,       4.500000000000E+00,      -6.392114922696E-01
       3.796371710574E-03,       1.800000000000E+00,       4.750000000000E+00,       8.908285085885E-04
       3.796371710574E-03,       1.800000000000E+00,       5.000000000000E+00,       3.016389153093E-02
       3.796371710574E-03,       1.800000000000E+00,       5.250000000000E+00,       2.176670323200E-02
       3.796371710574E-03,       1.800000000000E+00,       5.500000000000E+00,       1.701584409711E-02
       3.796371710574E-03,       1.800000000000E+00,       5.750000000000E+00,       1.347840545634E-02
       3.796371710574E-03,       2.000000000000E+00,       1.400000000000E+00,       1.336735216777E-01
       3.796371710574E-03,       2.000000000000E+00,       1.500000000000E+00,       1.351110918350E-01
       3.796371710574E-03,       2.000000000000E+00,       1.600000000000E+00,       1.356002032916E-01
       3.796371710574E-03,       2.000000000000E+00,       1.700000000000E+00,       1.352022298545E-01
       3.796371710574E-03,       2.000000000000E+00,       1.800000000000E+00,       1.340205429832E-01
       3.796371710574E-03,       2.000000000000E+00,       1.900000000000E+00,       1.321882294171E-01
       3.796371710574E-03,       2.000000000000E+00,       1.950000000000E+00,       1.310690615035E-01
       3.796371710574E-03,       2.000000000000E+00,       2.000000000000E+00,       1.298312759155E-01
       3.796371710574E-03,       2.000000000000E+00,       2.050000000000E+00,       1.284822114842E-01
